"ïóå¸ÉÅÉÇÅF=IF(H5=""ñk"",0,IF(H5=""ñkñkìå"",1,IF(H5=""ñkìå"",2,IF(H5=""ìåñkìå"",3,IF(H5=""ìå"",4,IF(H5=""ìåìÏìå"",5,IF(H5=""ìÏìå"",6,IF(H5=""ìÏìÏìå"",7,IF(H5=""ìÏ"",8,IF(H5=""ìÏìÏêº"",9,IF(H5=""ìÏêº"",10,IF(H5=""êºìÏêº"",11,IF(H5=""êº"",12,IF(H5=""êºñkêº"",13,IF(H5=""ñkêº"",14, IF(H5=""ñkñkêº"", 15, """"))))))))))))))))",,,,,,,,,,,,,,,,
,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ
îNåéì˙éû,ãCâ∑(Åé),ç~êÖó (mm),ç~ê·(cm),êœê·(cm),ì˙è∆éûä‘(éûä‘),ïóë¨(m/s),ïóå¸,òIì_â∑ìx(Åé),èˆãCà≥(hPa),ëäëŒéºìx(Åì),äCñ ãCà≥(hPa),åªínãCà≥(hPa),ì˙éÀó (MJ/áu),ìVãC,éãíˆ(km),â_ó (10ï™î‰)
2017/3/5 23:00,2.7,0,0,0,0,1.8,5.11,-0.4,5.9,80,1013.6,962.6,0,2,15,8
2017/3/6 0:00,2.4,0,0,0,0,1.3,1.57,-0.3,6,82,1013.2,962.2,0,2,15,8
2017/3/6 1:00,1.8,0,0,0,0,0.4,0,-0.1,6.1,87,1012.5,961.4,0,2,15,8
2017/3/6 2:00,1.4,0,0,0,0,0.5,0.79,-0.4,6,88,1011.9,960.7,0,2,15,8
2017/3/6 3:00,0.4,0,0,0,0,0.8,0,-0.7,5.8,92,1011.4,960.1,0,3,15,9
2017/3/6 4:00,0.1,0,0,0,0,0.9,4.32,-1.2,5.6,91,1011.1,959.7,0,3,15,9
2017/3/6 5:00,0.6,0,0,0,0,0.5,3.93,-0.8,5.7,90,1011,959.7,0,3,15,9
2017/3/6 6:00,-0.2,0,0,0,0,1,0.79,-1.3,5.5,92,1011.1,959.7,0,3,15,9
2017/3/6 7:00,0.6,0,0,0,0,0.7,2.36,-0.5,5.9,92,1010.5,959.3,0.08,3,15,9
2017/3/6 8:00,1.4,0,0,0,0,0.4,1.18,-0.2,6,89,1010.1,959,0.42,3,15,9
2017/3/6 9:00,3,0,0,0,0,1,3.93,0.1,6.1,81,1009.2,958.5,0.71,4,8,10
2017/3/6 10:00,4.6,0,0,0,0.4,1.3,1.57,0,6.1,72,1007,956.7,1.31,4,8,10
2017/3/6 11:00,6.8,0,0,0,0,1.8,4.71,1.1,6.6,67,1005.1,955.3,1.38,4,8,10
2017/3/6 12:00,8.4,0,0,0,0,0.8,4.32,-0.3,6,54,1003,953.6,1.21,4,8,10
2017/3/6 13:00,10.8,0,0,0,0,1.5,1.57,0.3,6.2,48,1000.9,952,1.15,4,8,10
2017/3/6 14:00,11.4,0,0,0,0,1.5,1.96,1.4,6.7,50,999.8,951.1,1.12,4,8,10
2017/3/6 15:00,11.5,0,0,0,0,2.8,1.57,2.3,7.2,53,999.8,951.1,0.93,4,10,10
2017/3/6 16:00,12,0,0,0,0.3,4.6,0,-1.2,5.6,40,999.1,950.5,0.98,4,10,10
2017/3/6 17:00,10,0,0,0,0.2,4.1,0.79,-0.2,6,49,1000.2,951.2,0.4,4,10,10
2017/3/6 18:00,7.8,0,0,0,0.1,3.8,1.18,2.5,7.3,69,1001.8,952.3,0.06,4,10,10
2017/3/6 19:00,6.4,0,0,0,0,4.2,0.79,2.3,7.2,75,1003.1,953.3,0,4,10,10
2017/3/6 20:00,5.5,0,0,0,0,4.2,1.18,1.1,6.6,73,1004.1,954.1,0,4,10,10
2017/3/6 21:00,2.9,0,0,0,0,6.3,0.79,-0.2,6,80,1006.3,955.7,0,4,20,9
2017/3/6 22:00,1.9,0,0,0,0,4.9,1.57,-0.5,5.9,84,1007.2,956.4,0,4,20,9
2017/3/6 23:00,1.4,0,0,0,0,4.5,1.18,-1.2,5.6,83,1007.9,956.9,0,4,20,9
2017/3/7 0:00,0.7,0,0,0,0,5.4,1.18,-2,5.3,82,1008,956.9,0,4,20,9
2017/3/7 1:00,0.1,0,0,0,0,5.9,1.18,-2.3,5.2,84,1008.1,956.9,0,4,20,9
2017/3/7 2:00,-0.5,0,0,0,0,5.1,1.18,-2.4,5.1,87,1007.9,956.6,0,4,20,9
2017/3/7 3:00,-0.9,0,0,0,0,3.5,1.18,-2.6,5,88,1007.3,955.9,0,12,20,8
2017/3/7 4:00,-1,0,0,0,0,1,1.18,-2.9,4.9,87,1007.2,955.8,0,12,20,8
2017/3/7 5:00,-0.8,0,0,0,0,1.1,1.18,-2.8,5,86,1007.3,956,0,12,20,8
2017/3/7 6:00,-1,0,0,0,0,1.5,0.79,-2.6,5.1,89,1007.6,956.2,0,12,20,8
2017/3/7 7:00,-1.1,0,0,0,0,1.4,0.79,-2.2,5.2,92,1007.6,956.2,0.05,12,20,8
2017/3/7 8:00,-0.1,0,0,0,0,2.5,1.18,-3.1,4.9,80,1007.4,956.2,0.4,12,20,8
2017/3/7 9:00,1.5,0,0,0,0.1,2.4,1.57,-2.4,5.1,75,1006.6,955.7,0.79,12,10,10
2017/3/7 10:00,2.2,0,0,0,0,3.2,0.79,-3.7,4.7,65,1005.5,954.8,1.12,12,10,10
2017/3/7 11:00,4.3,0,0,0,0.6,2.9,0.79,-3.2,4.8,58,1004,953.8,2.21,12,10,10
2017/3/7 12:00,3.3,0,0,0,0.6,3.1,0.39,-5.1,4.2,54,1003.1,952.7,2.24,12,10,10
2017/3/7 13:00,3.2,0,0,0,0.1,2.7,0.39,-3.1,4.8,63,1002.5,952.1,0.99,12,10,10
2017/3/7 14:00,0.4,0,0,0,0,4.8,5.89,-2.1,5.2,83,1004.1,953.1,0.4,12,10,10
2017/3/7 15:00,1.2,0,0,0,0,5.1,1.57,-0.6,5.9,88,1004.7,953.9,0.62,12,8,10
2017/3/7 16:00,1,0,0,0,0,0.6,1.18,-1.4,5.5,84,1005.2,954.3,0.37,12,8,10
2017/3/7 17:00,0.8,0,0,0,0,3.1,0.79,-2.2,5.2,80,1005.5,954.5,0.25,12,8,10
2017/3/7 18:00,-0.6,0,0,0,0,2.6,1.18,-2.3,5.1,88,1006.5,955.2,0.02,12,8,10
2017/3/7 19:00,-1.3,0,0,0,0,5.5,1.57,-2.6,5.1,91,1007.5,956.1,0,12,8,10
2017/3/7 20:00,-1.4,0,0,0,0,2.6,1.18,-3.6,4.7,85,1008.3,956.8,0,12,8,10
2017/3/7 21:00,-1.6,0,0,0,0,1.3,0.39,-3.5,4.7,87,1008.9,957.3,0,2,25,8
2017/3/7 22:00,-2.2,0,0,0,0,0.6,0.39,-3.8,4.6,89,1008.9,957.2,0,2,25,8
2017/3/7 23:00,-2.2,0,0,0,0,0.8,4.71,-4.4,4.4,85,1008.6,956.9,0,2,25,8
2017/3/8 0:00,-2.3,0,0,0,0,0.4,5.5,-4.5,4.4,85,1008.1,956.4,0,2,25,8
2017/3/8 1:00,-2.1,0,0,0,0,0.6,2.36,-4.7,4.3,82,1007.8,956.2,0,2,25,8
2017/3/8 2:00,-2.1,0,0,0,0,0.5,4.32,-4.3,4.5,85,1007.7,956.1,0,2,25,8
2017/3/8 3:00,-2.5,0,0,0,0,1,1.57,-3.5,4.7,93,1007.5,955.8,0,12,3,10
2017/3/8 4:00,-2.6,0,0,0,0,0.3,5.11,-3.8,4.6,91,1007.6,955.9,0,12,3,10
2017/3/8 5:00,-2.4,0,0,0,0,0.3,4.71,-3.8,4.6,90,1007.7,956,0,12,3,10
2017/3/8 6:00,-2.3,0,0,0,0,0.8,1.57,-3.3,4.8,93,1007.7,956.1,0,12,3,10
2017/3/8 7:00,-2.4,0,1,1,0,1.7,1.57,-3.4,4.8,93,1008.2,956.5,0.07,12,3,10
2017/3/8 8:00,-2.2,0,0,1,0,1.2,1.96,-3.3,4.8,92,1008.8,957.1,0.28,12,3,10
2017/3/8 9:00,-1.2,0,0,0,0,0.6,1.18,-3.2,4.8,86,1008.8,957.3,1.16,12,8,10
2017/3/8 10:00,0.6,0,0,0,0.5,1.4,4.71,-3,4.9,77,1007.9,956.8,1.78,12,8,10
2017/3/8 11:00,3.2,0,0,0,0.8,1.8,1.18,-4,4.5,59,1006.7,956.1,2.42,12,8,10
2017/3/8 12:00,3.7,0,0,0,0.7,3.3,4.71,-9,3.1,39,1005.7,955.3,2.22,12,8,10
2017/3/8 13:00,4.1,0,0,0,1,3.6,4.32,-10.3,2.8,34,1004.8,954.5,2.9,12,8,10
2017/3/8 14:00,4.6,0,0,0,1,3.2,4.32,-10.7,2.7,32,1004.4,954.2,2.8,12,8,10
2017/3/8 15:00,5.6,0,0,0,1,5.9,4.71,-9.8,2.9,32,1004.3,954.3,2.21,2,30,4
2017/3/8 16:00,5.7,0,0,0,1,4.2,4.71,-10.1,2.8,31,1004.5,954.5,1.48,2,30,4
2017/3/8 17:00,4.3,0,0,0,0.5,3.8,4.71,-10.2,2.8,34,1005.2,954.9,0.66,2,30,4
2017/3/8 18:00,2,0,0,0,0,3.6,1.57,-4.9,4.2,60,1006.4,955.6,0.07,2,30,4
2017/3/8 19:00,1.4,0,0,0,0,3.4,1.57,-3.8,4.6,68,1007.2,956.3,0,2,30,4
2017/3/8 20:00,1.3,0,0,0,0,2,0.39,-3.7,4.6,69,1008.1,957.1,0,2,30,4
2017/3/8 21:00,1.1,0,0,0,0,1.3,0.39,-4.1,4.5,68,1008.6,957.5,0,4,20,10
2017/3/8 22:00,0.3,0,0,0,0,2.3,1.96,-3.1,4.9,78,1008.8,957.6,0,4,20,10
2017/3/8 23:00,-0.2,0,0,0,0,0.8,1.18,-3,4.9,81,1008.7,957.4,0,4,20,10
2017/3/9 0:00,-0.5,0,0,0,0,0.7,1.96,-3.2,4.8,82,1008.6,957.2,0,4,20,10
2017/3/9 1:00,-0.8,0,0,0,0,1.3,1.57,-4.5,4.4,76,1008.6,957.2,0,4,20,10
2017/3/9 2:00,-0.9,0,0,0,0,0.6,1.57,-4.6,4.3,76,1008.2,956.8,0,4,20,10
2017/3/9 3:00,-1.2,0,0,0,0,0.2,1.57,-4.2,4.5,80,1008,956.5,0,2,15,8
2017/3/9 4:00,-1.5,0,0,0,0,1.2,1.57,-4.8,4.3,78,1008.2,956.7,0,2,15,8
2017/3/9 5:00,-1.5,0,0,0,0,0.5,1.57,-4.6,4.3,79,1008.5,957,0,2,15,8
2017/3/9 6:00,-2.1,0,0,0,0,1.4,1.96,-5.2,4.1,79,1008.9,957.2,0,2,15,8
2017/3/9 7:00,-1.4,0,0,0,0.2,0.3,3.14,-4.9,4.2,77,1009.1,957.6,0.17,2,15,8
2017/3/9 8:00,0.1,0,0,0,0.8,1.9,1.96,-4.1,4.5,73,1009.3,958,0.75,2,15,8
2017/3/9 9:00,1.9,0,0,0,1,1.2,1.18,-4.4,4.4,63,1008.9,958,1.6,2,10,3
2017/3/9 10:00,3.6,0,0,0,1,1.5,2.36,-5.6,4,51,1007.8,957.2,2.29,2,10,3
2017/3/9 11:00,5.9,0,0,0,0.9,1.7,2.75,-5.4,4.1,44,1006.6,956.5,2.56,2,10,3
2017/3/9 12:00,6.2,0,0,0,0.1,1.4,0,-6.4,3.8,40,1005.7,955.7,1.1,2,10,3
2017/3/9 13:00,8,0,0,0,0.8,3.5,4.71,-7.3,3.5,33,1004.5,954.9,2.38,2,10,3
2017/3/9 14:00,7.9,0,0,0,0.2,2.4,5.5,-7,3.6,34,1004.1,954.5,1.07,2,10,3
2017/3/9 15:00,7.3,0,0,0,0.4,7.3,1.57,-5.1,4.2,41,1004.4,954.7,1.15,4,30,10
2017/3/9 16:00,6.9,0,0,0,0.3,5.1,1.18,-4.5,4.4,44,1004.8,955,0.85,4,30,10
2017/3/9 17:00,5.9,0,0,0,0,3.9,0,-4.3,4.5,48,1005.5,955.5,0.48,4,30,10
2017/3/9 18:00,5.1,0,0,0,0,2.4,0.39,-3.4,4.7,54,1006.2,956,0.07,4,30,10
2017/3/9 19:00,4.6,0,0,0,0,2,0.79,-3.2,4.8,57,1006.9,956.6,0,4,30,10
2017/3/9 20:00,4.3,0,0,0,0,2,0.39,-2.5,5.1,61,1007.6,957.2,0,4,30,10
2017/3/9 21:00,3.1,0,0,0,0,2.4,5.89,-0.9,5.7,75,1008.3,957.6,0,11,10,10
2017/3/9 22:00,2.6,0,0,0,0,2.3,0,-0.3,6,81,1008.9,958.1,0,11,10,10
2017/3/9 23:00,2.2,0,0,0,0,1,0.39,0,6.1,85,1009,958.1,0,11,10,10
2017/3/10 0:00,1.9,0,0,0,0,1.7,1.18,0.4,6.3,90,1009,958.1,0,11,10,10
2017/3/10 1:00,1.7,0,0,0,0,0.7,1.96,0.7,6.4,93,1009.4,958.4,0,11,10,10
2017/3/10 2:00,1.2,0,0,0,0,2.2,1.57,0.5,6.3,95,1009.6,958.5,0,11,10,10
2017/3/10 3:00,1,0,0,0,0,1,1.18,0.3,6.2,95,1009.1,958,0,4,10,10
2017/3/10 4:00,0.8,0,0,0,0,1.3,3.93,-0.2,6,93,1009.1,958,0,4,10,10
2017/3/10 5:00,0.3,0,0,0,0,1.2,4.32,-0.2,6,96,1009.4,958.2,0,4,10,10
2017/3/10 6:00,0.5,0,0,0,0,0.5,5.89,-0.2,6,95,1009.9,958.7,0,4,10,10
2017/3/10 7:00,0.7,0,0,0,0,0.4,0.79,0,6.1,95,1010.4,959.2,0.04,4,10,10
2017/3/10 8:00,1,0,0,0,0,1.7,1.18,0.6,6.4,97,1011.2,960,0.2,4,10,10
2017/3/10 9:00,1,0,0,0,0,3.5,0.79,0,6.1,93,1012.8,961.5,0.29,12,1,10
2017/3/10 10:00,2,0,0,0,0,4.7,1.57,0.2,6.2,88,1013.1,962,0.88,12,1,10
2017/3/10 11:00,3.2,0,0,0,0.1,3.2,1.18,0.1,6.2,80,1013.4,962.5,1.21,12,1,10
2017/3/10 12:00,3.6,0,0,0,0.3,3.8,0,-1.5,5.5,69,1013.5,962.7,1.69,12,1,10
2017/3/10 13:00,5.1,0,0,0,0.8,4.9,1.57,-3.2,4.8,55,1012.4,961.9,2.77,12,1,10
2017/3/10 14:00,4.8,0,0,0,0.4,5.8,1.57,-5.5,4,47,1012.3,961.7,1.58,12,1,10
2017/3/10 15:00,5.3,0,0,0,0.1,6.7,1.57,-6.3,3.8,43,1012.3,961.8,0.97,2,30,5
2017/3/10 16:00,6.4,0,0,0,0.7,5.8,1.57,-6.2,3.8,40,1012.6,962.3,1.25,2,30,5
2017/3/10 17:00,5.5,0,0,0,1,4.2,1.18,-7,3.6,40,1013,962.5,0.87,2,30,5
2017/3/10 18:00,2.8,0,0,0,0.1,6.2,0,-3.3,4.8,64,1014.8,963.7,0.1,2,30,5
2017/3/10 19:00,1.3,0,0,0,0,4.4,1.57,-0.9,5.7,85,1016.4,965,0,2,30,5
2017/3/10 20:00,1.1,0,0,0,0,3.1,1.57,-1.5,5.5,83,1017.2,965.7,0,2,30,5
2017/3/10 21:00,0.6,0,0,0,0,1.5,0.79,-1.8,5.4,84,1018,966.4,0,12,25,6
2017/3/10 22:00,1,0,0,0,0,2.7,0.79,-1.9,5.3,81,1018.4,966.8,0,12,25,6
2017/3/10 23:00,0.5,0,0,0,0,1.4,0.39,-0.8,5.8,91,1018.9,967.2,0,12,25,6
2017/3/11 0:00,0.1,0,0,0,0,0.6,1.57,-0.3,6,97,1019.4,967.6,0,12,25,6
2017/3/11 1:00,0.1,0,0,0,0,0.2,1.57,-1,5.7,92,1019.8,968,0,12,25,6
2017/3/11 2:00,0.1,0,0,0,0,1.4,0.79,-0.7,5.8,94,1019.8,968,0,12,25,6
2017/3/11 3:00,-0.1,0,0,0,0,0.5,2.36,-1.1,5.6,93,1020.2,968.3,0,12,25,10
2017/3/11 4:00,-0.4,0,0,0,0,0.9,0,-1.7,5.4,91,1020.8,968.8,0,12,25,10
2017/3/11 5:00,-0.2,0,0,0,0,1.9,1.57,-1.6,5.4,90,1021.2,969.3,0,12,25,10
2017/3/11 6:00,-0.4,0,0,0,0,0.3,5.89,-1.2,5.6,94,1021.7,969.7,0,12,25,10
2017/3/11 7:00,-0.4,0,1,1,0.1,1.2,0,-1.2,5.6,94,1022.1,970.1,0.16,12,25,10
2017/3/11 8:00,1.3,0,0,0,0.9,1.6,1.57,-1.9,5.3,79,1022.4,970.7,0.96,12,25,10
2017/3/11 9:00,3.5,0,0,0,0.9,6.3,1.57,-2.4,5.1,65,1022.1,970.8,1.63,2,10,8
2017/3/11 10:00,2.6,0,0,0,0.3,5.6,1.18,-4.4,4.4,60,1022.5,971,0.87,2,10,8
2017/3/11 11:00,3.2,0,0,0,0.4,6.5,1.18,-5.2,4.2,54,1022.7,971.3,1.91,2,10,8
2017/3/11 12:00,5.2,0,0,0,0.5,5.3,1.18,-4.4,4.4,50,1021.8,970.8,2.11,2,10,8
2017/3/11 13:00,5.9,0,0,0,0.9,6.3,1.18,-5.1,4.2,45,1021,970.2,3,2,10,8
2017/3/11 14:00,5.2,0,0,0,0.7,5.6,1.18,-5.5,4.1,46,1021.1,970.2,2.2,2,10,8
2017/3/11 15:00,5.3,0,0,0,0.8,6,1.18,-5.4,4.1,46,1021.2,970.3,2.02,2,20,5
2017/3/11 16:00,4,0,0,0,0.3,6,1.18,-4.4,4.4,54,1021.9,970.7,1.02,2,20,5
2017/3/11 17:00,3.3,0,0,0,0.5,4.1,0.79,-4.6,4.3,56,1022.5,971.2,0.6,2,20,5
2017/3/11 18:00,2.2,0,0,0,0.3,5.2,0.79,-4.7,4.3,60,1023.3,971.7,0.12,2,20,5
2017/3/11 19:00,1.8,0,0,0,0,4.1,0.79,-4.7,4.3,62,1024.1,972.4,0,2,20,5
2017/3/11 20:00,1.4,0,0,0,0,3.4,0.39,-4.4,4.4,65,1024.7,972.9,0,2,20,5
2017/3/11 21:00,0.9,0,0,0,0,2.5,0,-4.1,4.5,69,1025.4,973.5,0,1,30,0
2017/3/11 22:00,-0.2,0,0,0,0,0.8,1.96,-4.4,4.4,73,1025.5,973.3,0,1,30,0
2017/3/11 23:00,-0.2,0,0,0,0,0.9,3.14,-4.1,4.5,75,1025.6,973.4,0,1,30,0
2017/3/12 0:00,-1.6,0,0,0,0,1,5.5,-4.6,4.3,80,1025.7,973.3,0,1,30,0
2017/3/12 1:00,-1.3,0,0,0,0,1.2,4.71,-5.7,4,72,1026,973.6,0,1,30,0
2017/3/12 2:00,-1.6,0,0,0,0,0.6,4.32,-5.6,4,74,1026.4,973.9,0,1,30,0
2017/3/12 3:00,-2.1,0,0,0,0,2.3,5.11,-6.3,3.8,73,1026.4,973.8,0,1,30,0
2017/3/12 4:00,-2.4,0,0,0,0,1.4,4.32,-6,3.9,76,1025.8,973.2,0,1,30,0
2017/3/12 5:00,-2.8,0,0,0,0,0.9,0.39,-6.8,3.7,74,1026.2,973.5,0,1,30,0
2017/3/12 6:00,-3.4,0,0,0,0,1.1,0.39,-6.5,3.8,79,1026.5,973.7,0,1,30,0
2017/3/12 7:00,-2.4,0,0,0,0.6,0.7,1.57,-6.2,3.8,75,1027.2,974.5,0.21,1,30,0
2017/3/12 8:00,-1.3,0,0,0,0.7,0.4,3.53,-6.1,3.9,70,1027.1,974.7,0.65,1,30,0
2017/3/12 9:00,0.2,0,0,0,1,1.2,2.36,-5.6,4,65,1026.6,974.5,1.34,3,10,10
2017/3/12 10:00,2,0,0,0,1,1.6,3.93,-4.9,4.2,60,1025.2,973.5,1.84,3,10,10
2017/3/12 11:00,4.7,0,0,0,1,1.5,1.96,-5.4,4.1,48,1023.9,972.7,2.65,3,10,10
2017/3/12 12:00,5.9,0,0,0,1,2.1,1.57,-6,3.9,42,1022.8,971.9,2.96,3,10,10
2017/3/12 13:00,8.2,0,0,0,1,3.5,1.57,-4.9,4.2,39,1020.7,970.4,2.92,3,10,10
2017/3/12 14:00,10.4,0,0,0,1,4.5,1.57,-4.4,4.4,35,1019.2,969.3,2.69,3,10,10
2017/3/12 15:00,9.8,0,0,0,1,4.2,0,-6.5,3.8,31,1019,969,2.17,3,30,9
2017/3/12 16:00,8.6,0,0,0,0.9,4.8,0,-6,3.9,35,1019.4,969.2,1.31,3,30,9
2017/3/12 17:00,6.2,0,0,0,0.1,5,1.18,-2.7,5,53,1020.2,969.5,0.53,3,30,9
2017/3/12 18:00,5.4,0,0,0,0,2.1,0.79,-2.9,4.9,55,1020.8,969.9,0.1,3,30,9
2017/3/12 19:00,4.8,0,0,0,0,3.9,0.39,-3.7,4.6,54,1021.5,970.5,0,3,30,9
2017/3/12 20:00,3.4,0,0,0,0,0.8,4.32,-3.4,4.8,61,1022.1,970.8,0,3,30,9
2017/3/12 21:00,2.2,0,0,0,0,0.7,4.71,-3.3,4.8,67,1022.6,971,0,3,15,9
2017/3/12 22:00,1.6,0,0,0,0,0.9,4.71,-3.5,4.7,69,1022.6,970.9,0,3,15,9
2017/3/12 23:00,1.1,0,0,0,0,0.3,4.71,-3,4.9,74,1022.2,970.5,0,3,15,9
2017/3/13 0:00,1,0,0,0,0,1.6,1.57,-3.3,4.8,73,1022.2,970.4,0,3,15,9
2017/3/13 1:00,1,0,0,0,0,0.7,1.18,-2.9,4.9,75,1022,970.2,0,3,15,9
2017/3/13 2:00,0.9,0,0,0,0,1,1.57,-2.5,5.1,78,1021.7,969.9,0,3,15,9
2017/3/13 3:00,1,0,0,0,0,1.6,1.57,-2.1,5.3,80,1021.2,969.5,0,4,15,10
2017/3/13 4:00,0.6,0,0,0,0,1.4,1.18,-2.3,5.2,81,1021.3,969.5,0,4,15,10
2017/3/13 5:00,0.8,0,0,0,0,1.3,0.79,-2.4,5.1,79,1021.1,969.4,0,4,15,10
2017/3/13 6:00,0.2,0,0,0,0,0.6,0.39,-2.3,5.1,83,1021.2,969.3,0,4,15,10
2017/3/13 7:00,0.6,0,0,0,0,0.6,1.57,-2.3,5.2,81,1021.2,969.4,0.11,4,15,10
2017/3/13 8:00,2,0,0,0,0,1.5,1.18,-2,5.3,75,1020.7,969.2,0.46,4,15,10
2017/3/13 9:00,5.6,0,0,0,0.7,0.8,1.18,-1.3,5.5,61,1019.2,968.4,1.26,3,10,10
2017/3/13 10:00,8.9,0,0,0,1,2.7,2.75,-1.5,5.5,48,1017.1,967.1,2.21,3,10,10
2017/3/13 11:00,10.8,0,0,0,1,2.8,3.53,-3.3,4.8,37,1015.7,966.1,2.7,3,10,10
2017/3/13 12:00,12.4,0,0,0,1,2.9,3.53,-3,4.9,34,1013.9,964.7,2.99,3,10,10
2017/3/13 13:00,12.7,0,0,0,1,2.2,3.93,-4.4,4.4,30,1012.5,963.4,2.88,3,10,10
2017/3/13 14:00,13.9,0,0,0,0.5,2.8,3.53,-3.8,4.6,29,1011.9,963,1.7,3,10,10
2017/3/13 15:00,13.1,0,0,0,0.7,4.3,2.36,-3.2,4.8,32,1011.4,962.4,1.9,4,10,10
2017/3/13 16:00,12.4,0,0,0,0.1,3.3,2.36,-2.2,5.2,36,1011.6,962.5,0.74,4,10,10
2017/3/13 17:00,11.2,0,0,0,0,4.1,5.5,-3.7,4.7,35,1012.4,963,0.18,4,10,10
2017/3/13 18:00,8.8,0,0,0,0,4.8,0,0.5,6.3,56,1013.9,964,0.01,4,10,10
2017/3/13 19:00,7.7,0,0,0,0,1.8,5.89,1.6,6.8,65,1014.4,964.3,0,4,10,10
2017/3/13 20:00,5.9,0,0,0,0,1.8,5.5,2.7,7.4,80,1014.5,964,0,4,10,10
2017/3/13 21:00,5.6,0,0,0,0,1.9,4.71,2.4,7.3,80,1013.9,963.4,0,2,15,8
2017/3/13 22:00,5.7,0,0,0,0,3,4.32,1.6,6.9,75,1013.6,963.1,0,2,15,8
2017/3/13 23:00,6,0,0,0,0,3.6,4.71,0.6,6.4,68,1013.3,962.9,0,2,15,8
2017/3/14 0:00,5.5,0,0,0,0,3.6,4.32,1.2,6.7,74,1012.7,962.3,0,2,15,8
2017/3/14 1:00,5.6,0,0,0,0,2.9,3.93,1.2,6.6,73,1012.7,962.3,0,2,15,8
2017/3/14 2:00,4.8,0,0,0,0,1.7,1.18,1.3,6.7,78,1012.8,962.2,0,2,15,8
2017/3/14 3:00,4.5,0,0,0,0,1.5,1.57,1.5,6.8,81,1012.1,961.5,0,4,15,10
2017/3/14 4:00,4.2,0,0,0,0,0.9,1.96,1.6,6.8,83,1012.2,961.5,0,4,15,10
2017/3/14 5:00,4.3,0,0,0,0,1.5,1.57,1.8,7,84,1012.1,961.5,0,4,15,10
2017/3/14 6:00,4.1,0,0,0,0,1.4,1.57,2.3,7.2,88,1012.2,961.5,0,4,15,10
2017/3/14 7:00,4.3,0,0,0,0,1.1,5.89,2.5,7.3,88,1012,961.4,0.01,4,15,10
2017/3/14 8:00,4,0,0,0,0,2.5,1.57,2.4,7.2,89,1012.2,961.5,0.06,4,15,10
2017/3/14 9:00,3.9,0,0,0,0,2.6,1.57,2.4,7.3,90,1012.1,961.4,0.14,10,7,10
2017/3/14 10:00,3.7,0,0,0,0,4.1,1.57,2.2,7.2,90,1011.8,961.1,0.28,10,7,10
2017/3/14 11:00,4.6,0,0,0,0,3.7,1.57,2.3,7.2,85,1011.1,960.6,0.47,10,7,10
2017/3/14 12:00,5.6,0,0,0,0,3.6,0.79,1.2,6.6,73,1009.9,959.6,0.95,10,7,10
2017/3/14 13:00,6,0,0,0,0,5.4,0,0.2,6.2,66,1009.1,958.9,1.01,10,7,10
2017/3/14 14:00,6,0,0,0,0,5.4,0.39,-0.1,6.1,65,1008.8,958.6,1.26,10,7,10
2017/3/14 15:00,5.9,0,0,0,0,5.1,0,0.1,6.1,66,1008.5,958.3,1.02,4,10,10
2017/3/14 16:00,5.1,0,0,0,0,5.6,0.39,-0.3,6,68,1008.9,958.6,0.47,4,10,10
2017/3/14 17:00,4.9,0,0,0,0,3,0.39,-0.5,5.9,68,1008.9,958.5,0.29,4,10,10
2017/3/14 18:00,4.3,0,0,0,0,4.3,1.18,-0.5,5.9,71,1009.2,958.7,0.06,4,10,10
2017/3/14 19:00,3.9,0,0,0,0,2.7,1.18,-0.1,6.1,75,1009.2,958.6,0,4,10,10
2017/3/14 20:00,2.4,0,0,0,0,1.5,5.89,-0.5,5.9,81,1009.5,958.6,0,4,10,10
2017/3/14 21:00,2.7,0,0,0,0,0.6,3.93,-0.4,5.9,80,1009.6,958.8,0,2,20,6
2017/3/14 22:00,1.6,0,0,0,0,1,5.5,-1.1,5.6,82,1009.5,958.5,0,2,20,6
2017/3/14 23:00,2.2,0,0,0,0,1.7,1.18,-1.1,5.7,79,1008.9,958,0,2,20,6
2017/3/15 0:00,0.3,0,0,0,0,1.3,4.71,-1.6,5.4,87,1009,957.8,0,2,20,6
2017/3/15 1:00,0.3,0,0,0,0,1.2,4.71,-1.8,5.4,86,1008.3,957.1,0,2,20,6
2017/3/15 2:00,0.4,0,0,0,0,1.2,5.11,-1.7,5.4,86,1007.7,956.6,0,2,20,6
2017/3/15 3:00,0,0,0,0,0,0.7,3.53,-1.9,5.3,87,1007.6,956.4,0,2,20,6
2017/3/15 4:00,0.6,0,0,0,0,1.1,3.53,-1.8,5.4,84,1007.6,956.5,0,2,20,6
2017/3/15 5:00,0.7,0,0,0,0,0.9,3.14,-2.2,5.2,81,1007.6,956.5,0,2,20,6
2017/3/15 6:00,0.3,0,0,0,0,1.4,4.71,-1.9,5.3,85,1007.9,956.7,0,2,20,6
2017/3/15 7:00,1,0,0,0,0.1,0.6,1.57,-1.9,5.3,81,1007.9,956.9,0.17,2,20,6
